word,count
mine,584434
aren't,583597
set,581066
afraid,579812
supposed,577965
somebody,574776
mrs,572835
number,572665
its,571590
making,568235
asked,563279
shot,562618
against,561789
different,561340
sleep,560941
rest,559188
anyway,558575
cut,557667
story,555156
stand,554369
wish,552083
body,551534
comes,550752
read,547777
blood,547053
side,544370
hours,543280
whoa,542520
least,541780
trust,541591
shall,541037
waiting,540189
fun,537308
quite,534692
gun,534304
war,532192
speak,527592
important,526701
party,526662
game,523411
moment,522472
behind,520115
week,519694
truth,518808
though,518060
gets,511462
em,511308
goes,509043
playing,509011
captain,507964
walk,506810
question,505245
yours,503761
anymore,503369
city,503349
dear,503307
break,502833
girls,501939
almost,497671
reason,496540
welcome,496155
between,495806
married,495034
started,494642
nobody,493088
children,492432
town,490485
trouble,488463
line,486921
honey,486683
boys,485330
met,484312
daughter,483433
office,482665
power,482386
he'll,480372
half,480225
died,479826
couple,479745
cool,479495
lady,479277
clear,478091
save,478033
free,477663
telling,477316
tried,476149
alive,475525
able,475467
l,473453
high,472837
ass,472409
wow,470807
lord,470454
brought,469134
either,468599
send,465458
child,464977
six,462822
answer,461617
hate,458351
front,455772
safe,455646
sister,455327
sighs,454413
stupid,453378
women,451609
husband,450052
outside,448180
full,447891
news,446298
jack,445166
needs,444418
months,441998
seems,441942
light,441921
team,441701
funny,440863
john,440110
ahead,439598
buy,438194
plan,436514
hurry,434992
dog,433021
pick,432451
bed,432308
sometimes,431403
order,431275
black,429128
bitch,426851
bye,425033
hot,424123
along,423816
promise,422302
running,421197
jesus,419002
shoot,418494
lose,417827
it'll,413065
fact,410835
country,409387
food,407841
white,407327
king,407222
anybody,406989
feeling,405585
living,401431
they'll,400664
book,399450
sent,397784
hour,397467
taken,393069
shouldn't,390896
become,390871
leaving,390135
lives,388342
here's,387119
chuckles,384634
cannot,383389
hmm,382116
t,380734
control,380601
sick,380473
perfect,380439
dinner,378972
touch,378866
sounds,378253
himself,377783
special,376566
red,374860
human,374238
perhaps,373584
drive,370357
sort,370326
ha,368757
laughing,368651
scared,368483
boss,367738
air,367711
serious,367092
sound,364214
past,362653
how's,360701
hang,359067
company,358059
asking,357295
possible,355462
parents,353566
pull,351946
follow,351519
small,351478
happens,351359
luck,351132
earth,348360
glad,346664
till,346619
laughs,346418
street,346158
fast,345995
m,345694
utf,345637
ten,345345
top,344961
d,344675
seem,337162
poor,334346
win,334120
daddy,332756
hair,332714
sense,332483
million,332448
cold,332380
catch,330994
murder,330788
lie,330103
speaking,329975
president,329639
gentlemen,328583
sweet,328485
words,328043
finally,326461
dream,326202
known,325572
lucky,324866
meeting,323399
bet,323398
alright,322538
hospital,322515
voice,320352
calling,320147
somewhere,320146
sign,319490
drop,318619
weeks,318291
others,317665
dance,317170
master,316382
sex,311991
secret,311601
step,310400
longer,310279
moving,310137
uncle,309924
crime,309102
ship,308455
careful,308317
write,307784
sam,307779
clean,307697
less,305611
straight,305211
worked,304434
dude,304214
piece,304206
return,303290
felt,303203
figure,302999
rather,302035
fall,301971
they've,301686
quiet,301488
weren't,300791
future,300565
drama,299231
ladies,298749
he'd,297341
takes,297260
questions,296329
beat,296130
looked,295744
choice,295262
eye,294312
coffee,294152
learn,292978
feet,292809
road,292363
ooh,291721
given,291689
fault,291491
seeing,291459
we'd,291389
worth,291323
none,291251
date,290557
calm,290180
evening,290004
loved,288975
throw,288652
explain,287251
security,286827
general,285588
ya,285349
turned,284467
changed,283092
happening,282989
wake,282522
frank,281348
kidding,280750
absolutely,280176
wonderful,279226
quick,278680
officer,277940
report,277307
picture,276989
giving,276062
works,274405
ma'am,274047
agent,273909
state,273703
mad,273004
land,271802
ride,271740
strong,270493
needed,270401
weird,270374
pain,270123
ones,269584
wonder,268608
dark,267868
law,267689
system,267071
early,266884
worse,266182
missing,265332
unless,265200
pass,264483
seven,263876
building,263817
act,263363
attack,261689
song,261471
screaming,260632
information,259414
protect,257828
mistake,257730
meant,256628
watching,256597
mouth,256427
buddy,256132
michael,256100
darling,256025
chief,255748
kept,254929
suppose,254398
worried,254270
amazing,252550
train,252334
kiss,252238
caught,252183
finish,251854
message,251642
tired,250830
busy,250340
yesterday,249415
george,249395
tv,248091
history,247533
class,247013
o,246635
york,245812
action,245656
lying,244674
evidence,244401
except,243932
lead,243707
christmas,243681
goodbye,243664
handle,242581
charlie,242571
imagine,242406
strange,242002
expect,241907
entire,241566
bill,241532
radio,241018
forever,240972
movie,240730
army,240412
blue,240151
floor,240006
ring,239485
born,239374
thinks,239320
forgive,239306
birthday,239215
sell,238926
wedding,238907
broke,238824
joe,238072
mike,237815
swear,237626
bag,237339
terrible,236542
across,235986
completely,235410
david,234803
seriously,234754
anywhere,234587
wear,234327
dangerous,234076
totally,233971
honor,233940
decided,233592
rock,233168
court,233121
miles,233114
hotel,233096
she'll,232747
fear,232486
near,232167
cover,232125
tom,231277
ground,230660
attention,230398
clothes,230213
goddamn,230197
box,229557
station,228978
instead,228517
hasn't,228315
marry,228264
situation,227820
certainly,227734
month,227632
eight,227494
definitely,227109
age,226929
during,226814
fair,226592
cell,226503
table,226422
talked,226235
force,225960
blow,225302
ran,225168
middle,224834
peace,224629
simple,224561
american,224198
paid,223887
killing,223853
join,222685
charge,221642
boat,221198
using,220689
key,220518
lovely,219699
test,219575
stick,219366
count,218878
eh,218639
relax,217393
round,217305
continues,217287
prison,217085
grunts,216912
sitting,216812
peter,216735
spend,216441
personal,216006
space,215930
smart,215914
short,215847
list,215525
deep,214511
normal,213880
single,213864
ball,213741
interesting,213562
saved,213510
fly,212894
crying,212647
forgot,212625
present,212580
finished,212104
major,211782
won,211735
french,211196
missed,211093
enjoy,211033
detective,210939
offer,210317
fix,210294
fighting,209828
accident,209515
fuckin,209363
sing,209173
fool,208549
certain,208203
brain,208130
stopped,207800
club,207477
service,207202
cops,207135
hide,206950
wearing,206917
sun,206891
record,206805
surprise,206673
cop,206504
government,206401
bought,206174
mark,205945
horse,205944
paper,205795
gold,205411
proud,205293
bastard,205197
area,204710
wall,204111
bank,203832
lunch,203639
soul,203442
group,203215
c,203138
position,203067
respect,202648
bar,202402
forward,202097
fell,201659
letter,201147
standing,201133
idiot,201026
p,201008
smell,200752
christ,199868
quickly,199365
holy,199266
fish,198639
ice,198547
agree,198416
grunting,197942
machine,197692
mama,197548
star,197380
calls,197017
mary,197005
trip,196526
killer,196504
contact,196144
interested,196067
park,195979
yo,195940
mess,195878
lieutenant,195422
private,195309
plane,195015
seconds,194874
within,194867
mm,194842
slow,194773
james,194562
tough,193867
share,193561
window,193450
don,193266
feels,193076
ben,192882
gasps,192645
broken,192142
mmm,192113
problems,191967
south,191966
drunk,190682
aah,190572
card,190524
seat,190392
scene,190110
public,190068
pleasure,190043
afternoon,190024
mm-hmm,189829
paul,189357
field,189085
film,188844
hungry,188844
appreciate,188638
rich,188341
queen,188294
shh,187921
starting,187815
third,187666
harry,187342
realize,187285
marriage,187265
church,186832
north,186613
green,186344
honest,186313
dying,186266
spent,186181
b,186012
sea,185836
whether,185611
difficult,184878
walking,184656
moved,184341
colonel,184295
neither,184284
one's,183901
angry,183370
la,182875
prove,182742
e,182652
grab,182486
evil,182447
teach,182420
sad,182419
dress,182395
upon,182314
america,181795
apartment,181710
camera,181620
laugh,181398
sake,181039
hundred,180614
truck,180477
mission,180122
impossible,179940
girlfriend,179536
computer,179497
cash,179317
quit,179131
bloody,179041
tea,178373
carry,177014
visit,176634
doubt,176576
involved,176554
judge,175994
lived,175731
college,175376
likes,175347
rules,174722
besides,174305
obviously,174244
loves,174155
push,174151
liked,173766
lawyer,173484
glass,173011
bob,172459
cute,172299
difference,172244
holding,172232
joke,171759
planet,171546
accept,171317
bullshit,170951
board,170650
gift,170524
stuck,170190
jump,170185
continue,169885
jail,169843
relationship,169806
whose,169750
cry,169715
driving,169703
partner,169582
ow,169507
especially,169464
island,169296
henry,169225
store,169163
owe,168619
reach,168515
congratulations,168514
wind,168437
comedy,168096
art,168091
orders,168069
singing,168035
magic,167768
groans,167767
dare,167640
max,166680
wrote,166659
fat,166644
thousand,166516
often,166507
professor,166270
tree,166182
arrest,166127
upset,165798
bear,165618
putting,165473
sleeping,165137
knock,164952
decision,164089
foot,163968
favor,163426
guns,162957
weapon,162928
listening,162719
boyfriend,162530
asshole,162206
cat,162048
wine,161991
beginning,161860
named,161855
nine,161837
promised,161742
jimmy,161380
bus,161210
beer,161158
ringing,161153
destroy,160237
gives,159875
risk,159858
guard,159731
dreams,159694
grand,159371
arms,159012
nick,158790
dirty,158701
jim,158033
staying,157822
j,157613
search,157404
choose,157231
worst,157225
eating,157038
lock,156917
yep,156769
river,156674
crap,156493
grow,156483
became,156482
figured,156211
address,156140
support,156129
turns,156035
enemy,155857
suit,155674
i-i,155648
press,155555
west,155348
tony,155284
shoes,155113
picked,154803
everywhere,154735
escape,154671
bell,154435
burn,154276
usually,154189
books,154153
windows,153995
crowd,153547
smoke,153384
kick,153352
alex,153307
throat,152870
code,152771
sergeant,152769
begin,152545
low,152531
immediately,152329
shouting,152241
bunch,152194
arm,151947
department,151718
would've,151584
passed,151532
shop,151465
teacher,151428
huge,151380
dollars,151267
names,151204
learned,150984
rings,150935
drugs,150921
locked,150904
ray,150780
engine,150403
mate,149969
bomb,149862
moon,149722
danny,149648
hole,149442
price,149071
roll,149023
battle,148969
copy,148882
gas,148749
blame,148694
ourselves,148660
rid,148203
match,148123
experience,148066
ms,148037
hero,148003
twice,147902
track,147544
father's,147474
innocent,147452
weapons,147355
further,147353
spot,146988
flight,146973
steal,146865
final,146587
brothers,146554
fit,145967
fired,145917
bigger,145830
type,145693
upstairs,145593
lots,145558
keeping,145268
nervous,145050
paris,144986
themselves,144957
dick,144875
helping,144821
summer,144756
race,144745
decide,144720
smile,144485
hadn't,144235
bother,144067
patient,143964
drinking,143961
cross,143840
stole,143784
ways,143739
pictures,143677
allow,143351
closed,143337
hiding,143251
london,143141
feelings,143108
u,143094
memory,142828
they'd,142747
notice,142628
man's,142393
favorite,142212
village,142209
de,141964
allowed,141856
duty,141794
surprised,141375
level,141264
apart,141144
legs,141133
she'd,141070
complete,140986
waste,140916
admit,140415
keys,140106
van,140106
guilty,140056
suddenly,140001
herself,139690
reading,139657
mum,139305
kitchen,139173
starts,139112
sweetheart,139029
awesome,138951
leg,138904
double,138370
losing,138322
everything's,138246
commander,137816
build,137813
danger,137803
following,137749
above,137749
mention,137561
sarah,137376
doc,137287
screams,137033
played,136962
taste,136802
grace,136736
helped,136485
shooting,136475
prince,136269
heaven,136199
cheering,136157
billy,135974
witness,135957
empty,135942
built,135916
nose,135679
medical,135657
writing,135586
lay,135510
closer,135412
wondering,135337
indeed,135287
plans,135249
fresh,134916
mommy,134713
places,134697
german,134652
majesty,134509
how'd,134455
video,134303
form,134298
pop,134285
spirit,134217
apparently,134187
otherwise,134046
breakfast,133892
folks,133853
lee,133836
chicken,133815
neck,133689
dogs,133616
faith,133582
raise,133359
pregnant,133327
earlier,133030
sold,132626
energy,132622
east,132500
hoping,132482
according,132412
victim,132373
keeps,132251
breathing,132169
madam,132072
breathe,131957
gay,131911
crew,131870
military,131837
sky,131821
bathroom,131726
god's,131650
tight,131625
lights,131247
warm,131164
consider,131138
extra,131107
drug,131030
heavy,130854
deserve,130696
flying,130592
johnny,130532
richard,130505
bridge,130368
showed,130260
aunt,130255
bird,130239
interest,130205
cost,130145
arrived,130099
however,130070
acting,130016
willing,129829
emergency,129787
pants,129777
suspect,129653
uh-huh,129591
beyond,129576
command,129403
ridiculous,129194
knife,129182
camp,129161
target,129157
wild,128887
treat,128684
states,128504
faster,128398
fucked,128267
seemed,127879
file,127874
rule,127612
pressure,127461
laughter,127220
excellent,127163
language,127002
director,127000
rain,126826
itself,126683
should've,126605
pulled,126407
plenty,126342
beach,126303
asleep,126183
awful,126163
conversation,126016
cheers,125855
tommy,125823
corner,125804
shame,125792
jane,125778
blind,125145
speed,125040
justice,125015
gotten,124922
written,124867
weekend,124860
mystery,124758
hat,124720
animal,124599
steve,124557
usa,124478
simply,124417
responsible,124396
tape,124331
er,124262
apologize,124106
silly,124003
princess,123639
skin,123637
jake,123349
roger,123234
walked,123191
stage,123139
hall,123134
beg,123079
local,123049
could've,122775
murdered,122768
knowing,122663
tells,122651
correct,122576
common,122555
main,122554
necessary,122465
ma,122441
spanish,122086
bottle,122070
band,121894
ought,121719
whoever,121557
due,121484
stone,121346
indistinct,121344
study,121174
fbi,120783
lies,120763
guy's,120724
rose,120468
aye,120303
nature,120206
possibly,120147
cars,119876
chris,119820
cup,119772
account,119577
taught,119509
united,119420
opportunity,119300
leader,119256
bottom,119224
animals,119143
y'all,119075
n,119070
breath,119011
charles,118951
papers,118660
clearly,118640
lied,118555
note,118383
held,118375
leaves,118304
somehow,118157
soldiers,118150
outta,118093
plus,118021
stories,117843
pardon,117735
strength,117723
powerful,117687
angel,117627
spoke,117612
excited,117540
bringing,117473
loud,117432
large,117215
mother's,117214
hanging,117189
numbers,117170
hearing,117133
bobby,117085
agreed,117002
soldier,116706
breaking,116689
operation,116567
eddie,116306
lt's,116283
survive,116210
sight,116102
russian,115983
heads,115484
goin,115416
that'll,115334
balls,115328
monster,115225
advice,115217
hardly,115212
beauty,115171
sweetie,114999
greatest,114958
stars,114935
pack,114679
dropped,114636
panting,114460
checked,113816
famous,113654
feed,113619
chinese,113576
flowers,113300
plays,113255
fellow,113138
sword,112927
several,112859
r,112442
teeth,112375
serve,112257
nor,112246
access,112154
truly,112099
base,111976
games,111917
national,111903
strike,111869
ghost,111866
training,111851
whoo,111765
whom,111757
client,111704
freedom,111666
cook,111389
although,111293
shows,111249
trick,111240
aw,111217
trial,111146
center,110939
program,110857
planning,110816
travel,110607
records,110546
beeping,110459
nowhere,110336
lab,110159
belong,110152
opens,110078
destroyed,110032
robert,109872
re,109846
doin,109802
investigation,109630
bodies,109314
what'd,109283
release,109088
motherfucker,109071
adventure,109010
nearly,108794
adam,108604
size,108598
practice,108555
meat,108405
devil,108206
cousin,108110
groaning,108032
france,107899
science,107846
paying,107836
onto,107755
credit,107698
signal,107682
sheriff,107497
remain,107322
noticed,107209
matters,106595
letting,106588
understood,106408
health,106400
gate,106339
dancing,106262
discuss,106245
bullet,106236
prepare,106109
natural,106052
among,105987
h,105974
career,105882
turning,105794
alarm,105714
pray,105633
older,105618
chair,105579
dumb,105510
criminal,105402
dressed,105392
restaurant,105388
horrible,105335
easier,105328
aware,105219
bucks,105218
fake,105141
japanese,105124
fill,105099
biggest,105071
finding,105001
nuts,104967
milk,104948
concerned,104852
prepared,104829
super,104447
mountain,104440
ho,104419
pretend,104364
ends,104318
research,104211
honestly,104149
arrested,104144
dad's,104008
coach,103993
papa,103880
cake,103762
condition,103681
hurts,103617
original,103515
walter,103482
martin,103120
purpose,103045
suggest,103043
unit,103007
project,102973
market,102925
perfectly,102902
driver,102736
recognize,102604
incredible,102574
towards,102375
ours,102310
bro,102280
heading,102095
suicide,101959
birds,101880
desk,101761
universe,101736
cards,101724
meaning,101695
distance,101636
someone's,101523
comfortable,101448
st,101347
draw,101217
afford,101180
yelling,101174
vote,101040
ideas,100952
shirt,100951
stolen,100878
weak,100819
focus,100703
ticket,100524
ugh,100447
heat,100423
insane,100329
tie,100117
bite,100090
loose,99900
view,99834
brown,99732
dry,99697
student,99674
believed,99664
nurse,99660
pal,99591
minister,99502
fantastic,99340
doors,99042
forgotten,98936
pieces,98928
oil,98920
proof,98917
prefer,98613
name's,98570
followed,98467
manager,98398
ugly,98366
guest,98308
female,98305
anna,98210
kim,98006
male,97912
damage,97869
opening,97861
dig,97693
total,97558
it'd,97429
f,97287
failed,97231
daniel,97126
opinion,97114
color,97093
brilliant,97034
babe,96846
selling,96746
exist,96648
cream,96628
threw,96609
invited,96595
ohh,96453
kevin,96403
wash,96393
brave,96281
inspector,96269
photo,96161
lately,96134
sending,96108
screw,96094
scott,96034
roof,95994
falling,95885
lift,95840
unfortunately,95763
thomas,95657
block,95633
safety,95618
jerry,95566
realized,95540
created,95498
rachel,95222
split,95122
ended,95047
settle,95001
pool,94942
william,94925
lt,94807
nope,94800
fingers,94796
eric,94786
movies,94753
expecting,94535
noise,94393
good-bye,94264
england,94239
responsibility,94109
usual,94051
san,93921
lonely,93877
mister,93702
path,93646
soft,93578
staff,93544
shake,93452
ordered,93415
kinda,93394
kate,93375
shower,93354
andy,93330
opened,93282
romance,93228
lines,93192
sunday,93171
remind,93094
jealous,93079
character,93075
ryan,93044
began,93029
fate,93011
grandma,92984
letters,92959
create,92925
amy,92833
horses,92625
property,92508
weight,92482
speech,91919
dan,91870
snow,91831
thousands,91804
stayed,91779
applause,91705
cares,91654
surgery,91649
data,91521
issue,91396
brian,91337
friday,91287
nonsense,91282
trade,91105
sees,91096
barely,91032
nah,90982
streets,90839
process,90827
finger,90690
castle,90482
where'd,90441
storm,90315
signed,90220
example,90183
british,90081
location,90013
received,90012
stops,89952
chattering,89867
dave,89857
lake,89856
whenever,89849
brings,89653
page,89636
disappeared,89560
k,89507
gang,89469
fan,89381
slept,89356
ed,89329
member,89301
audience,89213
buried,89009
sooner,88963
forced,88877
horn,88782
hill,88770
speaks,88763
covered,88645
suck,88597
chest,88582
tiny,88561
assume,88536
defense,88526
thoughts,88520
liar,88492
surely,88450
introduce,88369
expected,88306
pig,88222
bones,88096
personally,87983
harder,87979
recently,87956
spare,87879
loss,87868
handsome,87788
spread,87772
repeat,87741
wet,87666
permission,87640
enter,87605
birth,87553
sugar,87494
bright,87493
interview,87486
likely,87336
map,87326
students,87273
theory,87251
headed,87160
naked,87133
crash,87071
tongue,86996
social,86939
add,86913
genius,86635
based,86580
y,86553
saturday,86529
narrator,86525
ears,86514
returned,86461
al,86443
pete,86360
subject,86341
pocket,86252
medicine,86186
details,86142
something's,85908
showing,85855
warning,85843
closes,85308
g,85299
familiar,85265
slowly,85220
society,85218
harm,85185
post,85004
trees,84937
downstairs,84927
runs,84799
mayor,84796
fancy,84662
ancient,84644
coat,84618
secrets,84617
weather,84613
rough,84436
cheese,84390
woods,84384
connection,84368
legal,84331
airport,84324
knocking,84295
memories,84238
discovered,84142
funeral,84121
saving,84085
victims,84079
grandpa,84052
silence,84006
simon,83977
points,83956
fought,83942
eggs,83832
answers,83745
italian,83550
jason,83519
season,83515
joy,83513
drinks,83431
powers,83376
foreign,83274
claire,83268
matt,83202
chuckling,83198
gasping,83121
complicated,83093
regret,83086
clears,82988
contract,82911
doctors,82801
larry,82774
silver,82742
humans,82641
officers,82545
secretary,82433
heh,82396
challenge,82384
hired,82300
changes,82279
grew,82219
rush,82211
arthur,82176
easily,82150
clock,82083
dna,82082
tickets,82066
gentleman,81996
cancer,81987
farm,81987
members,81895
gods,81863
paint,81744
nights,81740
parts,81740
hidden,81735
garden,81667
bless,81628
rome,81582
attacked,81572
hunt,81549
revenge,81508
football,81358
caused,81255
ocean,81153
walls,81131
growing,81112
burning,81022
rise,80999
threat,80938
style,80895
alan,80873
jeff,80813
forest,80774
ate,80765
reasons,80708
community,80632
reality,80589
stomach,80585
everyone's,80549
square,80548
scare,80495
request,80453
pair,80395
freak,80383
including,80367
ted,80160
basically,80130
spring,80091
buying,80087
chatter,79972
lower,79944
higher,79786
insurance,79738
carl,79715
dean,79682
professional,79659
source,79643
goodness,79616
obvious,79553
planned,79415
led,79383
santa,79374
¡,79304
rights,79276
flat,79198
deliver,79152
shots,79085
lesson,79066
sudden,78935
model,78931
cases,78894
assistant,78854
louis,78695
boring,78601
exciting,78571
cos,78557
annie,78464
manage,78451
divorce,78404
dealing,78357
chase,78341
clark,78321
switch,78261
bread,78255
pounds,78165
lisa,78164
proper,78132
ruined,78092
finds,78061
year-old,78047
happiness,78013
royal,77992
filled,77987
dating,77844
amount,77814
nobody's,77699
washington,77697
bedroom,77655
mentioned,77604
mercy,77543
alice,77513
dies,77504
knowledge,77447
journey,77422
piss,77304
jobs,77219
carter,77162
pleased,77153
chuck,77066
gosh,77042
phil,77037
belongs,76956
thief,76928
forces,76832
watched,76781
expensive,76613
yourselves,76599
statement,76579
families,76549
winter,76545
ruin,76532
priest,76515
mood,76509
scoffs,76499
success,76497
event,76489
guards,76474
grown,76439
bleeding,76431
avoid,76328
murderer,76210
crack,76154
enemies,76101
glasses,76073
rat,76035
plant,75993
attorney,75970
cheap,75838
emily,75834
hook,75819
fortune,75809
rent,75805
telephone,75743
burned,75728
picking,75611
wound,75497
must've,75392
player,75390
ill,75349
da,75327
reached,75285
mom's,75277
files,75262
tour,75147
bang,75145
fixed,75109
giant,75092
sexy,75056
site,74987
carrying,74985
eventually,74971
yellow,74969
tall,74831
charges,74796
trap,74764
lucy,74761
tires,74684
protection,74584
official,74544
faces,74520
checking,74513
romantic,74450
century,74389
regular,74363
depends,74352
awake,74296
nothin,74263
grave,74171
rescue,74146
scary,74069
results,73948
raised,73935
waited,73933
babies,73909
odd,73891
secure,73852
chose,73733
positive,73728
confused,73634
monkey,73632
toilet,73581
shape,73518
wherever,73474
madame,73471
below,73420
clever,73416
concern,73384
laid,73377
china,73374
invite,73311
traffic,73294
intelligence,73276
screwed,73224
changing,73209
ll,73106
poison,73104
fantasy,73059
jacket,73055
offered,73040
smith,73037
people's,72954
luke,72925
sobbing,72792
painting,72722
metal,72687
spell,72676
tears,72639
joey,72629
l'm,72601
neighborhood,72573
grant,72558
hm,72495
march,72277
victory,72262
pissed,72183
deeply,72138
miracle,72091
i'ii,72086
guests,72042
butt,71993
particular,71986
license,71961
moves,71923
maria,71862
drove,71837
kicked,71717
ear,71713
direction,71712
central,71684
bike,71623
per,71608
pilot,71559
prime,71534
senator,71403
jones,71351
pulling,71348
vehicle,71333
aside,71318
political,70995
celebrate,70906
exhales,70868
millions,70858
zero,70826
appear,70816
whore,70787
meal,70775
freeze,70693
swim,70658
period,70649
firm,70645
television,70570
monday,70568
desert,70564
capable,70554
bath,70550
carefully,70498
chocolate,70487
device,70418
curious,70408
beeps,70396
younger,70374
appears,70343
photos,70330
mostly,70264
pure,70241
bone,70210
badly,70137
stronger,70053
pills,70040
disease,69947
load,69797
rick,69744
penny,69667
stood,69661
elevator,69652
golden,69640
merry,69549
violence,69535
plate,69456
shock,69426
everybody's,69394
alien,69330
yöu,69317
touched,69301
tower,69267
ashamed,69255
courage,69229
ahh,69216
gunshot,69187
punch,69168
